0.000018602	0.000017953	0.000022982	0.000020637	0.000048636	0.000071857	0.000068080	0.000075679	0.000015678	0.000020079	0.000032668	0.000047166
0.000022233	0.000021340	0.000026671	0.000024450	0.000053795	0.000079818	0.000073502	0.000083761	0.000020292	0.000025193	0.000037934	0.000053473
0.000026291	0.000025616	0.000031032	0.000029031	0.000058820	0.000087630	0.000081253	0.000091779	0.000024373	0.000031263	0.000043183	0.000060280
0.000030605	0.000029839	0.000035776	0.000034015	0.000063987	0.000095538	0.000087209	0.000099929	0.000030518	0.000036108	0.000050892	0.000069870
0.000036170	0.000034516	0.000040374	0.000038918	0.000069261	0.000104252	0.000094088	0.000108659	0.000036146	0.000043790	0.000055328	0.000075168
0.000043292	0.000040591	0.000047101	0.000046087	0.000074423	0.000112625	0.000102407	0.000116988	0.000044604	0.000050810	0.000064979	0.000086880
0.000050521	0.000046522	0.000052343	0.000051391	0.000080240	0.000122079	0.000111132	0.000126695	0.000053940	0.000058806	0.000072317	0.000096299
0.000060653	0.000057068	0.000062238	0.000061609	0.000086099	0.000131563	0.000123535	0.000136102	0.000065300	0.000072574	0.000083133	0.000107720
0.000069461	0.000064317	0.000070933	0.000071819	0.000092537	0.000144886	0.000133418	0.000148294	0.000077746	0.000084063	0.000095984	0.000124598
0.000082266	0.000077651	0.000082368	0.000082407	0.000101302	0.000158906	0.000148073	0.000162612	0.000087641	0.000098712	0.000110690	0.000141058
0.000093183	0.000088274	0.000095263	0.000097070	0.000110899	0.000174068	0.000165932	0.000177906	0.000102716	0.000119213	0.000125481	0.000160446
0.000103180	0.000102457	0.000109104	0.000111428	0.000120713	0.000190921	0.000180624	0.000194838	0.000121190	0.000134526	0.000148809	0.000187358
0.000115509	0.000120387	0.000128815	0.000131476	0.000132636	0.000211084	0.000209454	0.000214859	0.000140503	0.000149577	0.000168016	0.000212081
0.000131193	0.000132229	0.000143406	0.000151480	0.000144176	0.000227443	0.000219029	0.000232949	0.000160030	0.000174187	0.000182689	0.000233706
0.000145107	0.000145728	0.000159716	0.000165502	0.000158614	0.000247294	0.000244903	0.000254799	0.000184159	0.000203864	0.000210968	0.000266548
0.000157971	0.000163594	0.000179680	0.000188877	0.000168691	0.000283289	0.000266750	0.000282388	0.000207621	0.000233168	0.000238139	0.000293195
0.000175369	0.000186769	0.000194129	0.000204337	0.000191140	0.000302724	0.000296322	0.000311724	0.000226496	0.000257667	0.000273704	0.000338144
0.000192185	0.000204865	0.000227483	0.000239768	0.000208291	0.000335605	0.000329571	0.000339404	0.000255262	0.000285677	0.000295209	0.000373425
0.000213681	0.000220705	0.000242436	0.000261350	0.000223982	0.000368194	0.000354116	0.000372084	0.000273787	0.000324029	0.000320778	0.000399303
0.000242279	0.000239197	0.000260795	0.000278586	0.000251175	0.000392004	0.000386035	0.000404159	0.000299369	0.000346721	0.000359622	0.000445539
0.000278756	0.000261156	0.000283450	0.000302390	0.000274177	0.000427481	0.000417389	0.000443334	0.000335476	0.000379477	0.000390904	0.000491603
0.000315006	0.000283976	0.000305868	0.000326340	0.000283196	0.000468040	0.000446891	0.000472342	0.000385631	0.000428512	0.000419900	0.000529922
0.000346995	0.000309770	0.000336881	0.000356995	0.000314039	0.000503143	0.000485100	0.000513748	0.000435105	0.000462085	0.000468590	0.000575727
0.000377466	0.000350917	0.000369464	0.000391545	0.000342693	0.000532048	0.000530245	0.000553914	0.000496392	0.000506972	0.000509254	0.000636247
0.000409719	0.000398976	0.000406791	0.000424590	0.000370856	0.000553324	0.000579167	0.000587343	0.000558265	0.000558550	0.000536706	0.000674750
0.000444065	0.000445501	0.000458269	0.000482417	0.000385917	0.000599998	0.000621372	0.000626216	0.000599048	0.000637984	0.000585013	0.000720715
0.000471187	0.000489940	0.000504573	0.000528427	0.000407979	0.000650970	0.000663255	0.000673580	0.000638504	0.000717894	0.000625745	0.000774481
0.000490326	0.000530480	0.000553008	0.000576703	0.000430121	0.000680313	0.000708852	0.000708068	0.000685012	0.000764198	0.000691513	0.000821861
0.000518858	0.000568435	0.000591379	0.000617953	0.000464482	0.000724119	0.000756663	0.000755409	0.000734450	0.000833706	0.000784603	0.000917590
0.000551183	0.000606942	0.000636157	0.000663270	0.000495086	0.000781693	0.000789932	0.000814843	0.000776747	0.000869980	0.000851677	0.001015642
0.000591942	0.000642867	0.000678592	0.000715308	0.000512470	0.000836116	0.000817923	0.000859451	0.000814312	0.000887208	0.000896895	0.001058799
0.000632198	0.000672452	0.000717346	0.000761863	0.000532438	0.000884716	0.000850680	0.000892948	0.000861520	0.000901421	0.000927790	0.001099982
0.000670545	0.000691335	0.000753655	0.000806344	0.000567060	0.000930382	0.000880695	0.000942218	0.000910365	0.000918664	0.000918794	0.001116084
